iter	Accuracy	Logloss
881	0.923147722	0.2188985947
882	0.9233011198	0.2187910381
883	0.9233011198	0.218687948
884	0.9233011198	0.2185875595
885	0.9233011198	0.2184937224
886	0.9236079153	0.2183047508
887	0.9237613131	0.2181876974
888	0.9239147108	0.2180592055
889	0.9240681086	0.2179035352
890	0.9240681086	0.2177702308
891	0.9245283019	0.2176181439
892	0.9246816996	0.2175031939
893	0.9246816996	0.2173347911
894	0.9246816996	0.2172368753
895	0.9246816996	0.2171438825
896	0.9245283019	0.2170616762
897	0.9248350974	0.2169070499
898	0.9246816996	0.2168391705
899	0.9246816996	0.2167438043
900	0.9246816996	0.2166387997
901	0.9248350974	0.2165057894
902	0.9249884952	0.2163417955
903	0.9251418929	0.2162006317
904	0.9249884952	0.2161283081
905	0.9249884952	0.2160495285
906	0.9251418929	0.2158782788
907	0.9249884952	0.2158130352
908	0.9251418929	0.2157081692
909	0.9251418929	0.2155951394
910	0.9252952907	0.2154076783
911	0.9252952907	0.2153103529
912	0.9254486884	0.2152663228
913	0.9254486884	0.2151820154
914	0.9256020862	0.2150862802
915	0.9256020862	0.2149448987
916	0.9259088817	0.2148613574
917	0.9262156773	0.2147475574
918	0.9260622795	0.2146268087
919	0.9262156773	0.2145105593
920	0.9260622795	0.2143271038
921	0.9260622795	0.2142454399
922	0.9265224728	0.2140434342
923	0.9268292683	0.2139364949
924	0.9269826661	0.2138512103
925	0.9268292683	0.2137324447
926	0.9271360638	0.2136233155
927	0.9271360638	0.2135824356
928	0.9271360638	0.2135257779
929	0.9271360638	0.213494319
930	0.9272894616	0.2133916904
931	0.9272894616	0.2133576616
932	0.9269826661	0.2131842326
933	0.9269826661	0.2129253877
934	0.9271360638	0.2128137707
935	0.9272894616	0.2126973752
936	0.9277496549	0.2126177667
937	0.9277496549	0.2125651683
938	0.9279030526	0.2125298611
939	0.9277496549	0.212302039
940	0.9277496549	0.2122157129
941	0.9280564504	0.212018887
942	0.9279030526	0.2118684504
943	0.9279030526	0.2117723721
944	0.9279030526	0.2116606152
945	0.9280564504	0.2116235787
946	0.9283632459	0.2115194736
947	0.9285166437	0.211477963
948	0.9283632459	0.211411297
949	0.9282098481	0.2112735937
950	0.9283632459	0.2111222588
951	0.9288234392	0.2109896086
952	0.9288234392	0.2108667175
953	0.9288234392	0.2107399522
954	0.9289768369	0.2106254421
955	0.9294370302	0.2104720284
956	0.9291302347	0.2103382422
957	0.929590428	0.2102484142
958	0.9297438257	0.2101694777
959	0.9297438257	0.2101399937
960	0.9303574168	0.2100604242
961	0.9305108145	0.209886371
962	0.930204019	0.2097711425
963	0.9303574168	0.2096773037
964	0.9298972235	0.2096358541
965	0.9300506213	0.2094710916
966	0.930204019	0.2093624122
967	0.930204019	0.2092435329
968	0.9297438257	0.2091858321
969	0.9297438257	0.2091212792
970	0.9300506213	0.2090113893
971	0.9300506213	0.2089460196
972	0.930204019	0.2088908258
973	0.9305108145	0.2087998261
974	0.9305108145	0.208770216
975	0.9300506213	0.2086783667
976	0.9298972235	0.2085351282
977	0.930204019	0.2084596372
978	0.930204019	0.2083890479
979	0.9300506213	0.208341888
980	0.930204019	0.2082403633
981	0.9300506213	0.2081104307
982	0.9298972235	0.2080243432
983	0.9298972235	0.2078874885
984	0.9297438257	0.207743379
985	0.9297438257	0.2077034423
986	0.929590428	0.2076578884
987	0.9297438257	0.2075792945
988	0.9303574168	0.2074027808
989	0.9303574168	0.2072618585
990	0.9306642123	0.2072005067
991	0.9308176101	0.207029444
992	0.9309710078	0.2068558085
993	0.9311244056	0.2067408981
994	0.9312778033	0.2066685899
995	0.9312778033	0.2066128486
996	0.9311244056	0.206572402
997	0.9312778033	0.2064096027
998	0.9312778033	0.206345027
999	0.9312778033	0.206273677
